---- Flight Log 10 -aBo ----
0:-0.58,-0.41,0.00,-0.01,-0.01,-0.00,420.58,0.00,24.87,3.8,16,0.00,0.00,0.00,0.00
50:-0.58,-0.41,0.00,-0.01,-0.01,-0.00,420.60,0.00,24.87,3.8,16,0.00,0.00,0.00,0.00
101:-0.58,-0.41,0.00,-0.01,-0.01,-0.00,420.55,0.00,24.87,3.8,16,0.00,0.00,0.00,0.00
151:-0.58,-0.41,0.00,0.02,-0.01,-0.00,420.63,0.00,24.86,3.9,16,0.00,0.00,0.00,0.00
201:-0.58,-0.41,0.00,-0.01,-0.01,-0.00,420.56,0.00,24.86,3.9,16,0.00,0.00,0.00,0.00
252:-0.58,-0.41,0.00,0.02,-0.01,-0.00,420.62,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
302:-0.58,-0.41,0.00,-0.01,-0.01,-0.00,420.56,0.00,24.86,3.9,16,0.00,0.00,0.00,0.00
353:-0.59,-0.42,0.00,0.02,0.02,-0.00,420.42,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
403:-0.59,-0.42,0.00,-0.01,-0.01,0.06,420.55,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
453:-0.59,-0.42,0.00,0.02,-0.01,0.06,420.55,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
504:-0.59,-0.42,0.00,-0.01,-0.01,-0.00,420.55,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
554:-0.59,-0.42,0.00,-0.01,-0.01,-0.06,420.59,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
605:-0.59,-0.42,0.00,-0.01,-0.01,-0.00,420.58,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
655:-0.59,-0.42,0.00,0.04,-0.01,-0.00,420.68,0.00,24.86,3.8,16,0.00,0.00,0.00,0.00
706:-0.59,-0.41,-0.01,-0.50,0.13,3.11,420.78,0.00,24.85,3.8,16,0.00,0.00,0.00,0.00
756:-0.59,-0.42,-0.03,0.30,-1.04,0.24,421.03,0.00,24.85,4.0,16,0.00,0.00,0.00,0.00
807:-0.59,-0.37,-0.03,-1.66,1.38,1.71,420.94,0.00,24.85,3.8,16,0.00,0.00,0.00,0.00
857:-0.57,-0.32,-0.14,1.46,0.32,-2.56,420.86,0.00,24.85,3.8,16,0.00,0.00,0.00,0.00
908:-0.53,-0.25,-0.05,11.37,1.99,-0.18,420.86,0.00,24.85,3.8,16,0.00,0.00,0.00,0.00
958:-0.51,-0.22,0.29,-4.06,2.22,6.90,420.77,0.00,24.84,3.7,16,0.00,0.00,0.00,0.00
1009:-0.54,-0.17,0.39,12.41,12.32,-0.43,421.01,0.00,24.83,3.7,16,0.00,0.00,0.00,0.00
1059:-0.60,-0.03,0.26,17.69,-9.57,13.00,421.26,0.00,24.83,3.8,16,0.00,0.00,0.00,0.00
1110:-0.51,0.05,0.81,8.37,9.40,11.84,421.20,0.00,24.81,3.7,16,0.00,0.00,0.00,0.00
1160:-0.51,0.12,1.35,5.54,0.01,7.93,421.01,0.00,24.79,3.7,16,0.00,0.00,0.00,0.00
