---- Flight Log 4 -aBo ----
0:-0.47,0.43,0.00,0.01,0.02,0.04,411.85,0.00,21.86,3.9,16,0.00,0.00,0.00,0.00
51:-0.48,0.43,0.00,0.01,-0.00,-0.02,411.84,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
101:-0.48,0.44,0.00,0.01,-0.00,-0.02,411.79,0.00,21.86,3.8,16,0.00,0.00,0.00,0.00
152:-0.49,0.44,0.00,-0.02,-0.00,-0.02,411.74,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
202:-0.49,0.45,0.00,0.01,-0.00,-0.08,411.73,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
252:-0.50,0.45,0.00,0.01,0.02,-0.02,411.65,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
303:-0.50,0.45,0.00,-0.07,0.04,-0.08,411.98,0.00,21.86,3.9,16,0.00,0.00,0.00,0.00
353:-0.51,0.46,0.00,-1.11,0.21,-0.63,412.06,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
404:-0.50,0.48,-0.00,-3.30,5.67,-1.42,411.96,0.00,21.87,4.0,16,0.00,0.00,0.00,0.00
454:-0.51,0.52,0.02,2.33,2.74,-0.32,412.01,0.00,21.87,3.9,16,0.00,0.00,0.00,0.00
505:-0.53,0.55,-0.03,-5.42,-0.58,-0.81,412.26,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
555:-0.47,0.64,-0.09,10.52,-6.32,-1.36,412.29,0.00,21.86,3.9,16,0.00,0.00,0.00,0.00
606:-0.44,0.70,0.15,10.25,-6.09,7.00,412.19,0.00,21.86,4.0,16,0.00,0.00,0.00,0.00
656:-0.41,0.78,0.36,-7.48,-3.55,5.11,412.23,0.00,21.85,4.0,16,0.00,0.00,0.00,0.00
707:-0.34,0.84,0.51,11.61,4.34,3.16,412.23,0.00,21.84,4.0,16,0.00,0.00,0.00,0.00
757:-0.38,0.89,0.80,4.57,8.60,4.07,412.18,0.00,21.84,3.9,16,0.00,0.00,0.00,0.00
808:-0.37,0.92,1.08,26.92,19.12,10.97,412.30,0.00,21.83,3.9,16,0.00,0.00,0.00,0.00
858:-0.27,1.00,1.68,25.52,19.57,15.18,412.16,0.00,21.83,3.7,16,0.00,0.00,0.00,0.00
909:-0.26,1.03,2.19,-11.39,1.48,9.44,412.37,0.00,21.82,3.8,16,0.00,0.00,0.00,0.00
960:-0.25,1.06,2.60,12.76,3.51,14.20,412.20,0.00,21.81,4.0,16,0.00,0.00,0.00,0.00
1010:-0.26,1.12,2.77,22.95,-11.35,1.51,412.21,0.00,21.81,4.0,16,0.00,0.00,0.00,0.00
1061:-0.22,1.13,2.83,1.30,-13.46,2.85,412.29,0.00,21.81,3.9,16,0.00,0.00,0.00,0.00
1111:-0.21,1.16,3.07,4.08,-6.41,5.35,412.33,0.00,21.80,3.8,16,0.00,0.00,0.00,0.00
1162:-0.12,1.25,3.47,-3.36,-4.51,8.47,412.47,0.00,21.79,3.9,16,0.00,0.00,0.00,0.00
1213:-0.11,1.26,3.56,-5.01,2.91,-1.36,412.31,0.00,21.80,3.9,21,0.00,0.00,0.00,0.00
1263:-0.10,1.36,3.65,-4.12,-7.59,7.98,412.40,0.00,21.79,3.9,25,0.00,0.00,0.00,0.00
1314:-0.07,1.45,3.77,-32.64,13.13,0.16,412.43,0.00,21.79,3.9,27,0.00,0.00,0.00,0.00
1364:-0.28,1.36,3.78,-7.72,13.91,-0.63,412.48,0.00,21.79,3.8,28,0.00,0.00,0.00,0.00
1415:0.18,0.67,4.01,17.72,8.24,4.50,412.31,0.00,21.79,4.0,29,0.00,0.00,0.00,0.00
1465:0.12,1.76,4.36,25.42,-11.37,11.76,412.33,0.00,21.79,3.8,31,0.00,0.00,0.00,0.00
1516:-0.05,0.86,4.56,-13.14,7.99,1.81,412.44,0.00,21.78,3.7,32,0.00,0.00,0.00,0.00
1566:-0.11,0.50,4.61,64.63,-15.00,0.29,412.43,0.00,21.78,3.8,33,0.00,0.00,0.00,0.00
1617:-0.46,1.37,4.75,-17.76,9.37,1.02,412.32,0.00,21.78,3.9,33,0.00,0.00,0.00,0.00
1667:0.57,0.39,4.65,20.28,-1.79,-4.60,412.48,0.00,21.78,3.8,33,0.00,0.00,0.00,0.00
1718:-0.76,1.14,4.72,12.69,-12.60,4.62,412.43,0.07,21.78,3.9,33,0.00,0.00,0.00,0.00
1769:0.34,0.51,5.07,-31.76,21.97,5.17,412.49,0.08,21.78,3.7,33,0.00,0.00,0.00,0.00
1819:-0.30,0.73,5.16,57.36,-25.09,4.25,412.35,0.10,21.78,3.7,33,0.00,0.00,0.00,0.00
1870:-0.41,1.03,5.24,-71.31,18.00,0.96,412.47,0.11,21.78,3.9,33,0.00,0.00,0.00,0.00
1920:0.34,0.58,5.28,49.91,-41.36,-1.91,412.45,0.13,21.78,3.8,33,0.00,0.00,0.00,0.00
1971:-0.67,1.29,5.19,-49.37,7.04,0.16,412.50,0.15,21.79,3.8,33,0.00,0.00,0.00,0.00
2021:0.70,0.41,5.40,25.96,-26.24,6.39,412.64,0.18,21.79,3.7,33,0.00,0.00,0.00,0.00
2072:-1.31,1.28,5.44,-28.89,14.90,-4.23,412.60,0.19,21.80,3.8,29,0.00,0.00,0.00,0.00
2123:0.86,0.40,5.41,34.84,4.73,-2.70,412.48,0.21,21.80,3.7,25,0.00,0.00,0.00,0.00
2173:-0.88,2.07,5.14,-10.27,0.42,-10.82,412.66,0.24,21.81,3.7,25,0.00,0.00,0.00,0.00
2224:0.77,0.18,4.86,16.88,-3.96,-4.96,412.73,0.26,21.82,3.9,25,0.00,0.00,0.00,0.00
2274:-1.15,1.67,4.39,39.12,18.02,-11.19,412.69,0.28,21.83,3.9,25,0.00,0.00,0.00,0.00
2325:0.65,0.44,4.29,-14.02,-12.70,-3.86,412.59,0.31,21.84,3.8,25,0.00,0.00,0.00,0.00
2376:-1.32,1.08,4.26,55.59,7.28,3.03,412.69,0.32,21.85,3.8,25,0.00,0.00,0.00,0.00
2426:1.04,0.74,4.66,-9.42,30.88,7.00,412.76,0.35,21.86,3.8,25,0.00,0.00,0.00,0.00
2540:0.05,1.21,4.91,-71.64,18.41,-3.62,412.68,0.38,21.89,3.7,25,0.00,0.00,0.00,0.00
2591:0.04,0.63,4.81,75.12,-45.41,-2.15,412.62,0.41,21.89,3.8,25,0.00,0.00,0.00,0.00
2641:-0.21,1.01,4.60,-81.80,47.99,-8.20,412.68,0.43,21.91,3.8,25,0.00,0.00,0.00,0.00
2692:0.18,0.79,4.24,43.10,-54.90,-1.73,412.60,0.44,21.92,3.7,25,0.00,0.00,0.00,0.00
2743:-0.60,0.79,3.99,-71.66,31.97,-6.49,412.56,0.45,21.93,3.8,25,0.00,0.00,0.00,0.00
2793:0.35,0.53,3.99,78.96,-32.28,6.33,412.56,0.47,21.94,3.8,25,0.00,0.00,0.00,0.00
2844:-0.75,1.15,4.03,-95.55,10.45,-1.67,412.68,0.49,21.96,3.6,25,0.00,0.00,0.00,0.00
2894:0.33,0.20,4.20,63.47,-24.55,6.45,412.65,0.50,21.97,3.8,25,0.00,0.00,0.00,0.00
2945:-0.55,1.61,4.48,-33.30,37.52,-1.91,412.57,0.51,21.99,3.7,25,0.00,0.00,0.00,0.00
2996:0.17,0.13,4.71,67.85,-9.39,1.20,412.49,0.52,22.01,3.8,25,0.00,0.00,0.00,0.00
3046:-0.88,1.72,4.68,-62.07,54.75,-5.39,412.47,0.54,22.02,3.8,25,0.00,0.00,0.00,0.00
3097:0.34,0.89,4.35,45.98,-45.68,-10.03,412.53,0.56,22.04,3.8,25,0.00,0.00,0.00,0.00
3147:-1.36,1.13,3.94,-32.44,30.43,-8.87,412.66,0.57,22.05,3.8,25,0.00,0.00,0.00,0.00
3198:0.47,0.79,3.94,69.11,-9.89,5.47,412.56,0.59,22.07,3.7,25,0.00,0.00,0.00,0.00
3249:-1.45,1.51,4.14,-47.06,-4.26,1.20,412.44,0.60,22.09,3.8,25,0.00,0.00,0.00,0.00
3299:0.39,0.17,4.24,9.30,2.77,-0.02,412.69,0.60,22.10,3.8,25,0.00,0.00,0.00,0.00
3350:-1.30,1.97,4.13,-19.68,8.58,-2.34,412.76,0.62,22.12,3.7,25,0.00,0.00,0.00,0.00
3400:0.29,0.41,4.17,-23.28,-13.93,-3.13,412.72,0.62,22.14,3.8,25,0.00,0.00,0.00,0.00
3451:-1.43,1.53,4.00,-5.15,-2.39,-3.68,412.73,0.63,22.15,3.8,25,0.00,0.00,0.00,0.00
3502:0.44,0.70,4.27,-26.30,9.53,5.05,412.81,0.64,22.17,3.9,25,0.00,0.00,0.00,0.00
3552:-1.39,0.92,4.43,80.73,-21.05,6.51,412.85,0.64,22.18,3.8,25,0.00,0.00,0.00,0.00
3603:-0.04,0.98,4.75,-39.44,24.91,3.03,412.97,0.64,22.20,3.7,25,0.00,0.00,0.00,0.00
3653:-0.65,1.33,4.83,29.35,-49.12,7.18,412.91,0.65,22.22,3.9,25,0.00,0.00,0.00,0.00
3704:-0.86,0.92,5.04,-51.64,41.93,-0.81,412.94,0.65,22.23,3.8,25,0.00,0.00,0.00,0.00
3755:-0.41,0.86,4.88,73.40,-31.73,0.29,412.93,0.65,22.25,3.8,25,-7.82,0.00,0.00,0.00
3805:-2.39,0.49,5.06,-110.24,-3.21,-0.14,413.06,0.64,22.26,3.8,25,-14.57,-9.17,0.00,0.00
3856:-4.72,-3.07,5.15,24.41,-77.92,-3.25,413.04,0.63,22.27,3.7,25,-18.67,-14.57,0.00,0.00
3907:-8.07,-3.99,5.19,-85.93,3.82,-0.99,413.08,0.63,22.28,3.8,25,-18.79,-14.74,0.00,0.00
3957:-9.12,-6.37,5.29,-14.79,-83.67,4.13,413.00,0.62,22.30,3.8,25,-18.90,-14.85,0.00,0.00
4008:-11.87,-7.09,5.35,-105.48,7.07,-3.19,413.02,0.61,22.32,3.7,25,-18.90,-15.02,0.00,0.00
4059:-11.82,-8.92,5.16,-9.93,-50.94,-3.92,412.92,0.60,22.34,3.8,25,-18.90,-15.07,0.00,0.00
4109:-14.19,-8.88,5.00,-53.54,-5.59,-3.44,412.95,0.60,22.35,3.7,25,-15.97,-14.12,0.00,0.00
4160:-12.46,-10.01,5.19,5.08,4.66,1.20,413.02,0.59,22.37,3.8,25,-8.16,-7.99,0.00,0.00
4211:-11.38,-6.98,5.32,110.88,71.43,1.87,412.94,0.58,22.38,3.8,25,0.00,0.00,0.00,0.00
4261:-6.87,-5.07,6.05,18.59,49.54,17.38,412.99,0.56,22.40,3.7,25,0.00,0.00,0.00,0.00
4312:-7.17,-4.00,6.41,97.41,-26.33,5.72,412.92,0.55,22.42,3.8,25,0.00,0.00,0.00,0.00
4363:-4.71,-3.46,6.51,-5.19,82.91,-1.24,412.95,0.53,22.44,3.7,25,0.00,0.00,0.00,0.00
4413:-3.73,-0.90,6.45,42.64,-9.32,4.68,413.01,0.51,22.46,3.8,25,0.00,0.00,0.00,0.00
4464:-3.17,-1.29,6.26,-51.04,24.89,-8.62,413.01,0.49,22.47,3.8,28,0.00,0.00,0.00,0.00
4514:-2.44,0.10,6.40,119.70,55.83,0.96,412.82,0.48,22.50,3.7,30,0.00,16.59,0.00,0.00
4565:-1.66,5.81,6.78,-37.78,151.21,10.72,412.95,0.45,22.51,3.8,30,0.00,21.99,0.00,0.00
4616:-0.94,9.16,7.26,79.21,6.90,3.28,412.88,0.44,22.54,3.7,30,0.00,13.78,0.00,0.00
4666:-0.43,8.27,7.55,-5.62,-39.06,0.90,412.83,0.42,22.55,3.7,30,0.00,0.00,0.00,0.00
4717:-0.44,5.16,7.69,-18.58,-15.28,2.97,412.90,0.40,22.57,3.8,30,0.00,0.00,0.00,0.00
4768:-0.24,5.62,7.68,40.63,-17.59,6.15,412.95,0.39,22.59,3.8,30,0.00,0.00,0.00,0.00
4818:-0.06,4.88,7.69,-63.22,-1.47,-8.93,413.01,0.37,22.61,3.8,30,0.00,0.00,0.00,0.00
4869:0.33,2.90,7.14,20.58,-49.35,-13.20,412.94,0.36,22.62,3.8,30,0.00,0.00,0.00,0.00
4919:-0.57,3.69,6.37,-39.11,29.17,-19.06,412.93,0.35,22.64,3.8,30,0.00,0.00,0.00,0.00
5021:-0.99,2.75,4.78,16.85,10.04,-18.02,412.86,0.32,22.67,3.8,30,0.00,0.00,0.00,0.00
5072:0.65,1.82,4.21,-29.90,1.75,-9.05,412.82,0.30,22.69,3.8,30,0.00,0.00,0.00,0.00
5123:-1.11,2.08,3.79,37.57,-26.39,0.84,412.72,0.29,22.70,3.9,30,0.00,0.00,0.00,0.00
5173:0.36,1.73,3.99,-45.18,10.25,8.83,412.68,0.28,22.72,3.7,30,0.00,0.00,0.00,0.00
5224:-0.57,1.46,4.17,57.97,-45.02,3.34,412.68,0.26,22.74,3.8,30,0.00,0.00,0.00,0.00
5274:-0.03,1.42,4.29,-29.17,39.31,4.50,412.62,0.24,22.76,3.8,35,0.00,0.00,0.00,0.00
5325:-0.03,1.30,4.47,48.02,-60.33,8.77,412.71,0.22,22.77,3.7,38,0.00,0.00,0.00,0.00
5375:-0.44,1.12,4.83,-57.52,19.57,8.10,412.70,0.21,22.78,3.8,38,0.00,0.00,0.00,0.00
5426:0.45,0.87,5.38,41.57,-12.98,11.76,412.66,0.20,22.79,3.7,38,0.00,0.00,0.00,0.00
5477:-0.35,2.06,5.98,-31.13,24.03,13.04,412.68,0.18,22.81,3.8,38,0.00,0.00,0.00,0.00
5527:0.61,0.38,6.51,21.09,-33.02,7.86,412.53,0.18,22.82,3.8,38,0.00,0.00,0.00,0.00
5578:-0.95,1.76,6.78,-6.38,43.05,4.80,412.69,0.17,22.83,3.7,38,0.00,0.00,0.00,0.00
5629:1.08,1.46,7.32,2.68,-4.08,12.31,412.81,0.16,22.85,3.7,38,0.00,0.00,0.00,0.00
5679:-0.75,2.54,7.76,6.46,-0.02,10.60,412.84,0.16,22.85,3.8,38,0.00,0.00,0.00,0.00
5730:0.87,1.40,8.22,-26.98,18.92,10.11,412.78,0.16,22.86,3.7,38,0.00,0.00,0.00,0.00
5780:-0.47,2.57,8.57,9.84,-28.21,7.49,412.75,0.16,22.86,3.8,38,0.00,0.00,0.00,0.00
5831:0.95,1.32,8.87,-36.27,5.94,4.68,412.76,0.17,22.87,3.7,38,0.00,-8.72,0.00,0.00
5882:0.48,-0.01,9.02,49.83,-101.54,4.32,412.66,0.18,22.88,3.9,38,0.00,-16.82,0.00,0.00
5932:1.08,-4.12,9.14,-70.41,-50.61,-0.99,412.74,0.18,22.88,4.0,38,0.00,-24.30,0.00,0.00
5983:-0.28,-7.39,9.08,50.15,-112.41,-1.24,412.77,0.19,22.88,3.7,38,0.00,-25.71,0.00,0.00
6033:0.55,-11.09,8.79,-62.43,-10.19,-9.23,412.66,0.21,22.88,3.8,38,0.00,-25.71,0.00,0.00
6084:0.67,-12.56,8.31,74.58,-82.39,-4.35,412.74,0.22,22.88,3.7,38,0.00,-32.63,0.00,0.00
6135:0.99,-16.34,8.23,-33.37,-58.34,-6.24,412.63,0.24,22.89,3.8,38,0.00,-34.20,0.00,0.00
6185:-0.26,-19.27,8.33,61.79,-90.60,0.96,412.69,0.26,22.90,3.7,38,0.00,-35.72,0.00,0.00
6236:0.63,-20.61,8.74,-30.74,-6.59,6.57,412.67,0.28,22.91,3.6,38,0.00,-36.67,0.00,0.00
6287:1.15,-22.98,8.87,54.91,-100.18,-0.32,412.73,0.30,22.91,3.8,38,0.00,-37.86,0.00,0.00
6338:0.42,-24.58,8.66,-55.04,-25.52,-9.11,412.75,0.33,22.92,3.7,38,0.00,-38.02,0.00,0.00
6388:1.81,-26.82,8.10,29.26,-16.79,-8.50,412.67,0.35,22.93,3.8,38,0.00,-38.14,0.00,0.00
6439:0.32,-27.66,7.77,-6.58,-23.81,-7.46,412.73,0.39,22.93,3.8,38,0.00,-38.14,0.00,0.00
6490:1.38,-29.56,7.65,-23.65,-30.90,-3.31,412.68,0.41,22.94,3.9,38,0.00,-38.14,0.00,0.00
6540:-0.37,-29.35,7.39,20.57,-22.62,-6.73,412.76,0.44,22.94,3.8,38,0.00,-38.14,0.00,0.00
6591:1.48,-30.48,6.95,-3.07,22.43,-9.11,412.65,0.45,22.96,3.8,38,0.00,-35.10,0.00,0.00
6642:0.24,-28.94,6.52,16.34,-20.91,-8.87,412.70,0.48,22.96,3.7,38,0.00,-32.12,0.00,0.00
6692:1.13,-29.06,6.09,-51.49,47.83,-0.99,412.73,0.48,22.97,3.7,38,0.00,-17.55,0.00,0.00
6743:-0.77,-24.19,6.47,55.76,98.43,14.08,412.79,0.51,22.98,3.6,38,0.00,0.00,0.00,0.00
6794:0.62,-16.82,7.90,0.20,148.09,38.31,412.86,0.51,22.99,3.8,38,0.00,0.00,0.00,0.00
6844:0.04,-12.66,9.61,-1.90,47.74,25.98,412.86,0.49,23.00,3.7,38,0.00,21.60,0.00,0.00
6895:-2.64,-5.72,11.25,-51.56,241.30,36.18,412.90,0.48,23.01,3.6,38,0.00,29.64,0.00,0.00
6946:-0.39,5.50,13.33,109.26,81.39,47.04,413.11,0.46,23.03,3.7,38,0.00,42.75,0.00,0.00
